Date,∆ Salmon (NOK/KG) 1w,∆ Salmon (NOK/KG) 2w,∆ Salmon (NOK/KG) 1m,∆ Salmon (NOK/KG) 3m,∆ Salmon (NOK/KG) 6m,∆ Salmon (NOK/KG) 12m,Acc 1w,Acc 1m,RVol 4w,RVol 13w,RVol 52w,Spread (FP - SSB),∆ Spread (FP - SSB),FWD 1m,∆ FWD 1m,FWD 3m,∆ FWD 3m,FWD 6m,∆ FWD 6m,FWD 12m,∆ FWD 12m,FWD Slope,FWD Curvature,∆ Export Volume 1w,∆ Export Volume 2w,∆ Export Volume 1m,∆ Chilean Exports 1w,∆ Chilean Exports 2w,∆ Chilean Exports 1m,∆ Chilean Exports 3m,∆ Total Biomass Monthly,∆YOY Total Biomass Monthly,Avg Weight (KG) Monthly,YOY Avg Weight (KG) Monthly,Harvest Intensity 1m Monthly,Harvest Intensity 3m Monthly,Loss Rate 1m Monthly,Loss Rate 3m Monthly,Loss Rate 6m Monthly,Smolt Release 2m Monthly,Smolt Release 3m Monthly,Smolt Release 4m Monthly,Smolt Release 5m Monthly,Smolt Release 6m Monthly,Smolt Release 7m Monthly,Smolt Release 8m Monthly,Smolt Release 9m Monthly,Smolt Release 10m Monthly,Smolt Release 11m Monthly,Smolt Release 12m Monthly,Smolt Release 13m Monthly,Smolt Release 14m Monthly,Smolt Release 15m Monthly,Smolt Release 16m Monthly,Smolt Release 17m Monthly,Smolt Release 18m Monthly,ISA Outbreak,ISA Outbreak 1m,ISA Outbreak 3m,Lice Outbreak,Lice Outbreak 1m,Lice Outbreak 3m,Sea Temp,Sea Temp 12m Avg,∆ EURNOK,∆ EURNOK 1w,∆ EURNOK 2w,∆ EURNOK 1m,∆ EURNOK 3m,∆ EURNOK 6m,∆ EURNOK 12m,CPI NO Monthly,NIBOR 3m,∆ Shrimp Price (Global) 1m Monthly,∆ Shrimp Price (Global) 3m Monthly,∆ Shrimp Price (Global) 6m Monthly,∆ Shrimp Price (Global) 12m Monthly,∆ Broiler Price (EU) 1w,∆ Broiler Price (EU) 2w,∆ Broiler Price (EU) 1m,∆ Broiler Price (EU) 3m,∆ Broiler Price (EU) 6m,∆ Broiler Price (EU) 12m,∆ Pig Price (EU),∆ Pig Price (EU) 1w,∆ Pig Price (EU) 2w,∆ Pig Price (EU) 1m,∆ Pig Price (EU) 3m,∆ Pig Price (EU) 6m,∆ Pig Price (EU) 12m,Meat CPI (EU) Monthly,∆ Fishmeal 1m Monthly,∆ Fishmeal 3m Monthly,∆ Fishmeal 6m Monthly,∆ Fishmeal 12m Monthly,Brent FWD Slope,Brent FWD Curvature,Soybean FWD Slope,Soybean FWD Curvature,Month_01,Month_02,Month_03,Month_04,Month_05,Month_06,Month_07,Month_08,Month_09,Month_10,Month_11
2006-06-14,0.0,0.0,0.0029833766296424855,0.000514093015940223,0.0013792221489011248,-9.330715635738791e-05,0.0,0.0,-0.00020523655322422462,0.0,0.00868904661899275,-0.021626099205638027,0.0,-0.006507241498842034,0.0,-0.03792056437664344,0.0,-0.06744600520882481,0.0,-0.01975984052846346,0.0,-0.009919247682545653,-0.006695564347311616,0.0,0.0,0.0,0.0,0.0,0.0,0.003076059506656713,-0.016023019638846524,-0.005010101957681555,-0.0004896745225578411,0.00035682936643319566,-0.038469587404256725,0.0,0.0028073564885496786,-6.884663515313228e-05,0.0011361071886465258,0.001164046282723057,0.0,0.0003978015308479647,0.01239500282127568,-0.0018377483607215795,0.0,0.0009383112828280541,0.001678041653522501,0.00038163731743512776,-0.0005200331082325173,0.0,-0.008099396101206118,-0.006459222915843265,0.0035022798576513554,4.362372506272412e-05,0.014664116291869473,0.017654734988684005,0.02016600259902457,0.05606251210987883,-0.0035631622361486535,0.0,0.0005091997898585253,-0.0005112003716480607,-0.005575571311457226,0.02181487644671718,0.0,0.0,0.0,0.0,0.00087567958295245,0.0,3.5950149215916485e-05,0.00016988677731102358,0.0024642239080782716,0.0,-0.00012119248579683359,-0.008152986212096747,0.010326520946687942,0.0,0.0,0.0,0.0,-0.00015401325614252415,-0.000803426773278504,0.00480515689760165,0.006733363242288034,0.004334129619811654,0.0040667598029544665,0.0031875761352930087,0.008736351035990807,0.0,2.6127501216646504e-05,-0.001250625981742707,-0.00015994056132579104,0.012529711908458191,-0.001103882543179981,-0.002020670295061009,-0.004283745525767778,-0.0014566551601126465,0.0,0.0,0.0,0.0,0.0,0.00023458093868619412,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-21,0.0,0.0,0.0034723815307908796,0.000514093015940223,0.0013792221489011248,-9.330715635738791e-05,0.0,0.0,-0.00020523655322422462,0.0,0.010910201405147247,-0.021626099205638027,0.0,-0.006507241498842034,0.0,-0.03483993454774391,0.0,-0.08055218433768471,0.0,-0.01975984052846346,0.0,-0.009919247682545653,-0.010966850386836032,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032453242570018178,-0.016023019638846524,-0.005010101957681555,-0.0004896745225578411,0.00035682936643319566,0.0006130029741141078,0.0,-0.0020603231185615163,-6.884663515313228e-05,0.0011361071886465258,0.001164046282723057,0.0,0.0003978015308479647,0.01239500282127568,-0.0026857097657210036,0.0,0.0008136077235315762,0.001678041653522501,0.00038163731743512776,-0.0007693802271505869,0.0,-0.008099396101206118,-0.006459222915843265,0.0035022798576513554,4.362372506272412e-05,0.014664116291869473,0.017654734988684005,0.02016600259902457,0.057761190100254024,-0.002383406910136093,0.0,0.00019927461029186543,-0.0005112003716480607,-0.005575571311457226,0.02181487644671718,0.0,0.0,0.0,0.0,0.0007227948058489755,0.0,-0.00021239542171081106,0.00016988677731102358,0.0024642239080782716,0.0,-0.00012119248579683359,-0.008152986212096747,0.010326520946687942,0.0,0.0,0.0,0.0,-0.00015401325614252415,-0.000803426773278504,0.00480515689760165,0.006733363242288034,0.004334129619811654,0.0040667598029544665,0.0031875761352930087,0.008736351035990807,0.0,2.6127501216646504e-05,-0.001250625981742707,-0.00030738049636767705,0.012529711908458191,-0.001103882543179981,-0.002020670295061009,-0.006026824084991003,-0.0014566551601126465,0.0,0.0,0.0,0.0,0.0,0.00023458093868619412,0.0,0.0,0.0,0.0,0.0,0.0
2006-06-28,0.0,0.0,0.0034723815307908796,0.000514093015940223,0.0013792221489011248,-9.330715635738791e-05,0.0,0.0,-0.00020523655322422462,0.0,0.010910201405147247,-0.021626099205638027,0.0,-0.006507241498842034,0.0,-0.0396183937667721,0.0,-0.10614437469446181,0.0,-0.01975984052846346,0.0,-0.009919247682545653,-0.016634897383325884,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032453242570018178,-0.016023019638846524,-0.0043167872320039186,-0.0004896745225578411,0.00035682936643319566,6.39886424985841e-05,0.0,-0.0020603231185615163,-6.884663515313228e-05,0.0011361071886465258,0.001164046282723057,0.0,0.0003978015308479647,0.01239500282127568,-0.0026857097657210036,0.0,0.0008136077235315762,0.001678041653522501,0.00038163731743512776,-0.0007693802271505869,0.0,-0.008099396101206118,-0.006459222915843265,0.0035022798576513554,4.362372506272412e-05,0.014664116291869473,0.017654734988684005,0.02016600259902457,0.057761190100254024,-0.0018153685718090172,0.0,0.00019927461029186543,-0.0005112003716480607,-0.005575571311457226,0.02181487644671718,0.0,0.0,0.0,0.0,0.0007227948058489755,0.0,-0.00021239542171081106,0.00016988677731102358,0.0024642239080782716,0.0,-0.00012119248579683359,-0.008152986212096747,0.010326520946687942,0.0,0.0,0.0,0.0,-0.00015401325614252415,-0.000803426773278504,0.00480515689760165,0.006733363242288034,0.004334129619811654,0.0040667598029544665,0.0031875761352930087,0.008736351035990807,0.0,-0.0004083101616200474,-0.001250625981742707,-0.00030738049636767705,0.012529711908458191,-0.001103882543179981,-0.00020022575302640547,-0.006026824084991003,-0.0014566551601126465,0.0,0.0,0.0,0.0,0.0,0.00011655327354062125,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-05,0.0,0.0,0.0034723815307908796,0.0005186808617925232,0.0013792221489011248,-9.330715635738791e-05,0.0,0.0,-0.00020523655322422462,0.0,0.010910201405147247,-0.021626099205638027,0.0,-0.022979856113923666,0.0,-0.0396183937667721,0.0,-0.11622027541385947,0.0,-0.021271001593569046,0.0,-0.009919247682545653,-0.016634897383325884,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032453242570018178,-0.014524956168879577,-0.0043167872320039186,-0.0004896745225578411,0.00035682936643319566,0.0003767002703084787,0.0,-0.0020603231185615163,-6.884663515313228e-05,0.0011361071886465258,0.001164046282723057,0.0,0.0003978015308479647,0.01239500282127568,0.004887039300010528,0.0,0.0008136077235315762,0.001678041653522501,-0.0017068152923539483,-0.0007693802271505869,0.0,0.002879484107117335,-0.006459222915843265,0.0035022798576513554,4.362372506272412e-05,0.014664116291869473,0.01743752286870023,0.02016600259902457,0.05755830233660076,-0.001655879865617185,0.0,0.00019927461029186543,-0.0005112003716480607,-0.005575571311457226,0.02181487644671718,0.0,0.0,0.0,0.0,0.0007227948058489755,0.0,-0.00021239542171081106,0.00016988677731102358,0.0024642239080782716,0.0,-0.00012119248579683359,-0.008590226166019323,0.010326520946687942,0.0,0.0,0.0,0.0,-0.00015401325614252415,-0.000803426773278504,0.00480515689760165,0.006733363242288034,0.004334129619811654,0.0040667598029544665,0.0031875761352930087,0.008736351035990807,0.0,-0.0004083101616200474,-0.001250625981742707,-0.00030738049636767705,0.008536427755495292,0.006688273725497631,-0.00020022575302640547,-0.006026824084991003,-0.0014566551601126465,0.0,0.0,0.0,0.0,0.0,0.00011655327354062125,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-12,0.0,0.0,0.0034723815307908796,0.000514093015940223,5.539835924181876e-05,-9.330715635738791e-05,0.0,0.0,-0.00020523655322422462,0.0,0.010671717289141992,-0.021626099205638027,0.0,-0.006507241498842034,0.0,-0.0396183937667721,0.0,-0.08055218433768471,0.0,-0.021251895160979244,0.0,-0.009919247682545653,-0.016634897383325884,0.0,0.0,0.0,0.0,0.0,0.0,-0.0032453242570018178,-0.014524956168879577,-0.005010101957681555,-0.0004896745225578411,0.00035682936643319566,0.0003767002703084787,0.0,-0.0020603231185615163,-6.884663515313228e-05,0.0011361071886465258,0.001164046282723057,0.0,0.0003978015308479647,0.01239500282127568,0.004887039300010528,0.0,0.0008136077235315762,0.001678041653522501,-0.0017068152923539483,-0.0007693802271505869,0.0,0.002879484107117335,-0.006459222915843265,0.0035022798576513554,4.362372506272412e-05,0.014664116291869473,0.01743752286870023,0.02016600259902457,0.05746326800768898,-0.0020793197356340637,0.0,0.00019927461029186543,-0.0005112003716480607,-0.005575571311457226,0.02181487644671718,0.0,0.0,0.0,0.0,0.0007227948058489755,0.0,-0.00021239542171081106,0.00016988677731102358,0.0024642239080782716,0.0,-0.00012119248579683359,-0.008590226166019323,0.010326520946687942,0.0,0.0,0.0,0.0,-0.00015401325614252415,-0.000803426773278504,0.00480515689760165,0.006733363242288034,0.004334129619811654,0.0040667598029544665,0.0031875761352930087,0.008736351035990807,0.0,2.6127501216646504e-05,-0.001250625981742707,-0.00030738049636767705,0.012529711908458191,0.006688273725497631,-0.002020670295061009,-0.006026824084991003,-0.0014566551601126465,0.0,0.0,0.0,0.0,0.0,0.00023458093868619412,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-19,0.0,0.0,0.0034723815307908796,0.000514093015940223,5.539835924181876e-05,-9.330715635738791e-05,0.0,0.0,-0.00020523655322422462,0.0,0.010671717289141992,-0.021626099205638027,0.0,-0.006507241498842034,0.0,-0.0396183937667721,0.0,-0.08055218433768471,0.0,-0.021251895160979244,0.0,-0.009919247682545653,-0.016634897383325884,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019863391029445207,-0.014524956168879577,-0.005010101957681555,-0.0004896745225578411,-0.0004860746487633295,0.0003767002703084787,0.0,-0.0020603231185615163,-6.884663515313228e-05,0.0011361071886465258,0.001164046282723057,0.0,0.0003978015308479647,0.010602559404292153,0.004887039300010528,0.0,0.0009383112828280541,0.001678041653522501,-0.0017068152923539483,-0.0007693802271505869,0.0,0.002879484107117335,-0.006459222915843265,0.0035022798576513554,4.362372506272412e-05,0.014664116291869473,0.01743752286870023,0.02016600259902457,0.05746326800768898,-0.0020793197356340637,0.0,0.00019927461029186543,-0.0005112003716480607,-0.005575571311457226,0.02181487644671718,0.0,0.0,0.0,0.0,0.0007227948058489755,0.0,-0.00021239542171081106,0.00016988677731102358,0.0024642239080782716,0.0,-0.00012119248579683359,-0.008590226166019323,0.010326520946687942,0.0,0.0,0.0,0.0,-0.00015401325614252415,-0.000803426773278504,0.00480515689760165,0.006733363242288034,0.004334129619811654,0.0040667598029544665,0.0031875761352930087,0.008736351035990807,0.0,2.6127501216646504e-05,-0.001250625981742707,-0.00030738049636767705,0.012529711908458191,0.006688273725497631,-0.002020670295061009,-0.006026824084991003,-0.0014566551601126465,0.0,0.0,0.0,0.0,0.0,0.00023458093868619412,0.0,0.0,0.0,0.0,0.0,0.0
2006-07-26,0.0,0.0,0.0034723815307908796,0.000514093015940223,5.539835924181876e-05,-9.330715635738791e-05,0.0,0.0,-0.00020523655322422462,0.0,0.010671717289141992,-0.021626099205638027,0.0,-0.006507241498842034,0.0,-0.03792056437664344,0.0,-0.08058326236485623,0.0,-0.021251895160979244,0.0,-0.009919247682545653,-0.016634897383325884,0.0,0.0,0.0,0.0,0.0,0.0,0.0019164175993895986,0.02596837139008618,-0.005010101957681555,-0.0004896745225578411,-0.0004860746487633295,-0.03822510293025942,0.0,-0.018916231962536736,-6.884663515313228e-05,0.0011361071886465258,0.001164046282723057,0.0,0.0003978015308479647,0.009496387538813919,0.004644146189394035,0.0,0.0011766777032070378,0.001678041653522501,-0.0017068152923539483,-0.0005200331082325173,0.0,0.002879484107117335,-0.006459222915843265,0.0035022798576513554,4.362372506272412e-05,0.014664116291869473,0.018644614970409316,0.02016600259902457,0.055764590017313785,-0.0019982219257877144,0.0,0.0005091997898585253,-0.0005112003716480607,-0.005575571311457226,0.02181487644671718,0.0,0.0,0.0,0.0,0.00087567958295245,0.0,3.5950149215916485e-05,0.00016988677731102358,0.0024642239080782716,0.0,-0.00012119248579683359,-0.008721449027475875,0.010326520946687942,0.0,0.0,0.0,0.0,-0.00015401325614252415,-0.000803426773278504,0.00480515689760165,0.006733363242288034,0.004334129619811654,0.0040667598029544665,0.0031875761352930087,0.008736351035990807,0.0,0.001391958142120229,-0.001250625981742707,-0.00030738049636767705,0.012529711908458191,0.0036022301398484914,-0.0023682774640259867,-0.004283745525767778,-0.0014566551601126465,0.0,0.0,0.0,0.0,0.0,0.00023458093868619412,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-02,0.0,0.0,0.0034723815307908796,0.0006515958645446621,5.539835924181876e-05,-9.330715635738791e-05,0.0,0.0,-0.00016810955207112552,0.0,0.010506042482173851,-0.021626099205638027,0.0,-0.006507241498842034,0.0,-0.037443331565500185,0.0,-0.07054294899159873,0.0,-0.009761644003808976,0.0,-0.009919247682545653,-0.0190339895969435,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013753820815709658,0.026291655183214174,-0.005010101957681555,-0.0004896745225578411,-0.0004860746487633295,-0.04006049969945099,0.0,-0.018916231962536736,-6.884663515313228e-05,0.0011361071886465258,-0.001039195892777997,0.0,0.0003978015308479647,0.010940296550320317,0.005831824392976668,0.0,0.0011766777032070378,-0.0013412005643273744,-0.0017068152923539483,-0.0005200331082325173,0.0,0.0042216763439298895,-0.006152004113514236,0.0035022798576513554,0.0016717547742513452,0.01627027937631787,0.01919429149031138,0.02016600259902457,0.05746326800768898,-0.0037773420689272657,0.0,0.00019927461029186543,-0.0005112003716480607,-0.005575571311457226,0.02181487644671718,0.0,0.0,0.0,0.0,0.0007227948058489755,0.0,0.0015215952674715461,0.00016988677731102358,0.0024642239080782716,0.0,-0.00012119248579683359,0.02617503157545986,0.009140559414888982,0.0,0.0,0.0,0.0,-0.00015401325614252415,-0.000803426773278504,0.00480515689760165,0.006733363242288034,0.004334129619811654,0.00356764580343564,0.0031875761352930087,0.004979538135612153,0.0,0.001391958142120229,-0.001250625981742707,-0.00030738049636767705,0.006948708426480933,0.0036022301398484914,-0.0024113531096592506,-0.0003628877605685722,-0.0014566551601126465,0.0,0.0,0.0,0.0,0.0,0.00023458093868619412,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-09,0.0,0.0,0.0034723815307908796,0.0006515958645446621,5.539835924181876e-05,-9.330715635738791e-05,0.0,0.0,-0.00016810955207112552,0.0,0.010506042482173851,-0.021626099205638027,0.0,-0.006507241498842034,0.0,-0.037443331565500185,0.0,-0.07054294899159873,0.0,-0.009761644003808976,0.0,-0.009919247682545653,-0.0190339895969435,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026343672356282633,0.026291655183214174,-0.005010101957681555,-0.0004896745225578411,-0.0004860746487633295,-0.04006049969945099,0.0,-0.018916231962536736,-6.884663515313228e-05,0.0011361071886465258,-0.001039195892777997,0.0,0.0003978015308479647,0.010940296550320317,0.005831824392976668,0.0,0.00105197414391056,-0.0013412005643273744,-0.0017068152923539483,-0.0005200331082325173,0.0,0.0042216763439298895,-0.006152004113514236,0.0035022798576513554,0.0016717547742513452,0.01627027937631787,0.01919429149031138,0.02016600259902457,0.05746326800768898,-0.0037773420689272657,0.0,0.00019927461029186543,-0.0005112003716480607,-0.005575571311457226,0.02181487644671718,0.0,0.0,0.0,0.0,0.0007227948058489755,0.0,0.0015215952674715461,0.00016988677731102358,0.0024642239080782716,0.0,-0.00012119248579683359,0.02617503157545986,0.009140559414888982,0.0,0.0,0.0,0.0,-0.00015401325614252415,-0.000803426773278504,0.00480515689760165,0.006733363242288034,0.004334129619811654,0.00356764580343564,0.0031875761352930087,0.004979538135612153,0.0,0.001391958142120229,-0.001250625981742707,-0.00030738049636767705,0.006948708426480933,0.0036022301398484914,-0.0024113531096592506,-0.0003628877605685722,-0.0014566551601126465,0.0,0.0,0.0,0.0,0.0,0.00023458093868619412,0.0,0.0,0.0,0.0,0.0,0.0
2006-08-16,0.0,0.0,0.0029833766296424855,0.0006515958645446621,5.539835924181876e-05,-9.330715635738791e-05,0.0,0.0,-0.00016810955207112552,0.0,0.010506042482173851,-0.021626099205638027,0.0,-0.006507241498842034,0.0,-0.037443331565500185,0.0,-0.06714351715633493,0.0,-0.009761644003808976,0.0,-0.0056044263537091505,-0.013365942600453647,0.0,0.0,0.0,0.0,0.0,0.0,0.003076059506656713,0.026291655183214174,-0.004574011617503522,-0.0004896745225578411,-0.0004860746487633295,-0.04108312706125431,0.0,-0.018916231962536736,-6.884663515313228e-05,0.0011361071886465258,-0.001039195892777997,0.0,0.0003978015308479647,0.010940296550320317,0.005831824392976668,0.0,0.0011766777032070378,-0.0013412005643273744,-0.0017068152923539483,-0.0005200331082325173,0.0,0.0042216763439298895,-0.006152004113514236,0.0035022798576513554,0.0016717547742513452,0.01627027937631787,0.01919429149031138,0.02016600259902457,0.055764590017313785,-0.0039219405372374625,0.0,0.0005091997898585253,-0.0005112003716480607,-0.005575571311457226,0.02181487644671718,0.0,0.0,0.0,0.0,0.00087567958295245,0.0,0.0015215952674715461,0.00016988677731102358,0.0024642239080782716,0.0,-0.00012119248579683359,0.02617503157545986,0.009140559414888982,0.0,0.0,0.0,0.0,-0.00015401325614252415,-0.000803426773278504,0.00480515689760165,0.006733363242288034,0.004334129619811654,0.00356764580343564,0.0031875761352930087,0.004979538135612153,0.0,0.001391958142120229,-0.001250625981742707,-0.00030738049636767705,0.006948708426480933,0.0036022301398484914,-0.0024113531096592506,-0.0003628877605685722,-0.0014566551601126465,0.0,0.0,0.0,0.0,0.0,0.00023458093868619412,0.0,0.0,0.0,0.0,0.0,0.0
