,∆ Salmon (NOK/KG) 1w,∆ Salmon (NOK/KG) 2w,∆ Salmon (NOK/KG) 1m,∆ Salmon (NOK/KG) 3m,∆ Salmon (NOK/KG) 6m,∆ Salmon (NOK/KG) 12m,Acc 1w,Acc 1m,RVol 4w,RVol 13w,RVol 52w,Spread (FP - SSB),∆ Spread (FP - SSB),FWD 1m,∆ FWD 1m,FWD 3m,∆ FWD 3m,FWD 6m,∆ FWD 6m,FWD 12m,∆ FWD 12m,FWD Slope,FWD Curvature,∆ Export Volume 1w,∆ Export Volume 2w,∆ Export Volume 1m,∆ Chilean Exports 1w,∆ Chilean Exports 2w,∆ Chilean Exports 1m,∆ Chilean Exports 3m,∆ Total Biomass Monthly,∆YOY Total Biomass Monthly,Avg Weight (KG) Monthly,YOY Avg Weight (KG) Monthly,Harvest Intensity 1m Monthly,Harvest Intensity 3m Monthly,Loss Rate 1m Monthly,Loss Rate 3m Monthly,Loss Rate 6m Monthly,Smolt Release 2m Monthly,Smolt Release 3m Monthly,Smolt Release 4m Monthly,Smolt Release 5m Monthly,Smolt Release 6m Monthly,Smolt Release 7m Monthly,Smolt Release 8m Monthly,Smolt Release 9m Monthly,Smolt Release 10m Monthly,Smolt Release 11m Monthly,Smolt Release 12m Monthly,Smolt Release 13m Monthly,Smolt Release 14m Monthly,Smolt Release 15m Monthly,Smolt Release 16m Monthly,Smolt Release 17m Monthly,Smolt Release 18m Monthly,ISA Outbreak,ISA Outbreak 1m,ISA Outbreak 3m,Lice Outbreak,Lice Outbreak 1m,Lice Outbreak 3m,Sea Temp,Sea Temp 12m Avg,∆ EURNOK,∆ EURNOK 1w,∆ EURNOK 2w,∆ EURNOK 1m,∆ EURNOK 3m,∆ EURNOK 6m,∆ EURNOK 12m,CPI NO Monthly,NIBOR 3m,∆ Shrimp Price (Global) 1m Monthly,∆ Shrimp Price (Global) 3m Monthly,∆ Shrimp Price (Global) 6m Monthly,∆ Shrimp Price (Global) 12m Monthly,∆ Broiler Price (EU) 1w,∆ Broiler Price (EU) 2w,∆ Broiler Price (EU) 1m,∆ Broiler Price (EU) 3m,∆ Broiler Price (EU) 6m,∆ Broiler Price (EU) 12m,∆ Pig Price (EU),∆ Pig Price (EU) 1w,∆ Pig Price (EU) 2w,∆ Pig Price (EU) 1m,∆ Pig Price (EU) 3m,∆ Pig Price (EU) 6m,∆ Pig Price (EU) 12m,Meat CPI (EU) Monthly,∆ Fishmeal 1m Monthly,∆ Fishmeal 3m Monthly,∆ Fishmeal 6m Monthly,∆ Fishmeal 12m Monthly,Brent FWD Slope,Brent FWD Curvature,Soybean FWD Slope,Soybean FWD Curvature,Month_01,Month_02,Month_03,Month_04,Month_05,Month_06,Month_07,Month_08,Month_09,Month_10,Month_11
2022-01-05,0.0003577906899512807,0.004499965522163843,0.0001098397574785909,0.0011543619171279005,-0.0017720869197228267,0.0004695122516286945,-0.0002039883792253893,-0.0002831898274010998,-5.849446215483179e-05,0.0007779562699010156,-0.0014265550382863744,0.001125784820297483,0.0009886134899034296,0.024313778772847693,0.001982768272597846,0.0005950975816301227,0.00029541539124321566,-0.0008472391955789874,-0.0021938744164742923,0.003943579522295215,0.0019049211070542985,-0.0004861311865374821,-0.00018072292936742034,-3.673364035299478e-05,-0.004106352878461443,-0.002488612050076062,-5.3618494403550496e-05,3.274358340977357e-05,-3.190453747236482e-05,0.0005672227875930708,0.0003864936621593858,0.002027926878097677,0.0018626277840838464,0.0031212925622576522,0.004169113194913183,-0.00039457809550192443,0.0008633840509148869,-7.677028913306294e-05,3.275705385362921e-05,-4.9250964287268515e-05,0.00031328271198891695,0.0006501598422246186,0.002111751690464785,0.00015450039205623602,-0.0006118873216020176,-0.0017984693737734185,0.0029915220026788154,-0.0008351525888883025,0.0007388134228507088,-0.00010611331887658444,-0.0005271831685288634,-0.0005922334062779492,4.0073555441633076e-06,3.106669432284743e-05,-0.00013252595897283979,-0.0002784549108132179,-0.0012893015307846617,-0.0005169271367373961,-0.0005398075792294864,0.00010148888530824493,-0.00033773669116324344,0.0,-0.0024965713109828917,-0.000221318561489921,-3.044183927659986e-05,-0.0006482053178853035,-0.00021939199344171234,-0.0005274800179896552,0.00012566140254864337,-0.0003735335157008393,0.0006938444853737485,-0.0025416816997044945,-0.0012160598796796423,0.005157245270473926,0.0014141680933238625,6.864827688966212e-05,-0.0002445525309619994,-0.0013749472500774536,-0.0006488783049684904,-0.001265525935496276,-0.0002822987611536096,8.697182617368795e-05,-0.00017527578019108653,-0.00014364348840713897,-0.0006273704272170175,-0.0010504671437240795,-0.00032439311366806007,-0.002214180761694963,-0.0003253410499456387,0.000499967120616048,-0.00034980502245826573,-0.0003934497627312505,0.0001285061249546458,-0.00046255705865091957,-0.0013080187062112045,-0.0015554824432386567,0.00017437574028321962,0.0024500241374628973,5.671122543052244e-05,0.0,0.0002523400990082251,0.0,0.0,0.0,0.0,-5.292502547800562e-07,2.0984299032840567e-05,0.0,0.0,0.0
2022-01-12,0.00024388452080598575,0.003585521998824999,0.0001098397574785909,-0.00020656645909099736,-0.00027330216998420933,0.00046383645254692476,0.0003219139952228752,0.000596586294898966,-0.00032281222216892097,0.0008075125595194683,-0.0018713567715536992,0.0014557678316689964,-0.002050889050023135,0.01457666645001299,-0.001433803134175157,0.0007499436402778189,-5.663718568503653e-05,-0.0008312202832821162,-0.0007902420770701363,0.003201987136483921,-0.0017035971328881179,-0.00034307850718600855,0.00013384715141176527,9.506828250212257e-05,-0.004170963695919698,-0.0031715811204693265,-5.9803880000700886e-05,0.00031644015612686,0.000275783849322249,-0.00037639402438758256,0.001160531637420625,0.0016882426342427381,0.001312463843642351,0.003141792471637293,0.0038245724941032185,-0.00039457809550192443,9.366089709660977e-05,-0.0001526722205583346,0.00041390186945676016,0.00010614211120017129,9.787148882001485e-05,0.0008108985954573578,0.0020839368390787854,0.00012668054529724152,-0.0006428323018423875,-0.0015009996590662725,0.003072706854371733,-0.000866914804441321,0.0005296934667531691,-0.00013601817675212068,-0.0009367620753312283,-0.0005859739674886549,-9.264683072137546e-05,-0.00019629197268356235,0.00011347142724336403,-7.526505752869224e-05,-0.0005893076192266119,-1.3137434237345334e-05,-0.00031560629125222797,8.456677885769235e-05,-0.0005245355254969529,0.0,-0.0022333856333707582,0.0006816804633849106,-0.0015188645943140663,0.00017602929264789652,0.00012468410775746768,-0.00036312585221138496,-7.353926170450872e-05,-0.0009375029443142943,-0.0012732397497626296,-0.0027127226189406317,-0.0004753911420606809,0.005320719455342455,0.002297041470980424,6.864827688966212e-05,-0.0002445525309619994,0.00236007785635768,0.000597660372539814,-0.0013027086222445596,-0.0005189397135701915,-0.00024116570275624832,0.0003664087122906728,-0.00039109649214433446,-0.0008763566335904441,-0.0004302541619904297,-0.00039731970724170556,-0.0018416221953380559,0.00020031275229452376,0.0005368273967048265,-0.00041827144063761137,-0.0012927095329055161,4.641399424897878e-05,0.0005548753581911052,-0.001754221210133431,-0.0035354807410346153,-0.0005316015319717913,0.0015024984919382622,-0.0002450246859102912,0.0,0.0002523400990082251,0.0,0.0,0.0,0.0,-5.292502547800562e-07,6.719858753020231e-05,0.0,0.0,0.0
2022-01-19,-0.0020155237588761494,-0.004401860748882726,6.786206828498323e-05,0.00021353441352508587,-0.0005290429860116958,0.0007461047487992875,0.0005487476217753541,0.0007043192494843056,-0.00020975136000961553,0.0006557906251209723,-0.0010616111606978286,0.0002949495183095864,-0.002804316694145458,-0.023343101623988127,-0.0015589993517309917,0.0006887393369889011,4.173381359716841e-05,-0.0024292940244542887,-0.0021992469836875036,0.0014263575516574602,-0.0012564952965908281,-0.00036149515095238604,0.00033198425085409093,-0.002470211666956462,0.0009473462717603031,-0.0022632888336165937,-0.00022029777752841177,0.00012046826098427137,0.0003610047158452414,-0.0004863624307712218,0.001505027453835421,0.0026586184754447215,0.0013109060810781298,0.0016830337255461705,0.005557393132605113,9.074529544943361e-05,0.00046641408476234516,-0.0011505709628683205,1.156587417419042e-06,0.00010614211120017129,0.000604251616131545,0.0010882133099752117,0.0024287022228324812,0.00031858886954271297,-0.0008889529120291441,-0.0015477193027800351,0.0023255224202781317,-0.0010566726392137076,4.838677283430532e-05,-7.198947739812974e-05,-0.0011633424103795734,0.0006889969302894807,-9.264683072137546e-05,-0.0004484909848145314,-0.00013252595897283979,-0.0004075215909040287,-0.0011667460490217994,-1.3137434237345334e-05,0.0001190544807292638,2.9382476517755892e-05,-0.0003920736264766849,0.0,-0.0015326549603322734,-0.00045812342247678815,-0.0001063024868570862,-0.0005402791922197492,5.614918481238231e-05,-0.00036312585221138496,-6.110483513518218e-05,1.7442951630844587e-05,-0.0005133940451066898,-0.00335713945152788,-0.0004753911420606809,0.005240668683852407,0.002297041470980424,-9.620207871257344e-05,4.709094094301641e-05,0.002171340870457224,0.0009874080013941029,0.00039228631572028416,-0.0032321765994703946,-0.00018790586307859209,-0.0003253733404015458,-0.0009328570449249211,-0.001228340230906567,-0.0011890395176796774,-0.00021814428221184884,-0.0016781300129676264,-4.7094106261529e-05,0.00048329345961373285,-0.0003837112144270781,-0.0016460228433110586,5.342339464861956e-05,0.0001805078156745513,0.0005959429654559821,-0.0028071140668602646,0.0004095488046283661,0.0003025820059769379,7.71111812206971e-06,0.0,0.0002523400990082251,0.0,0.0,0.0,0.0,-0.0001281336841277844,3.749903545092564e-05,0.0,0.0,0.0
2022-01-26,0.0002162219389049073,-0.005086944458074781,6.256702486291865e-05,0.0002933567249811637,-0.0005918279103121618,0.0008374687617880894,-1.2620563925813867e-05,-0.00018491124765005905,-0.00032281222216892097,-0.00021265175236350324,-0.0017127504440973443,0.0011955894898961086,0.0007542538986204747,-0.013104740517316802,-0.0014650107593039124,0.0004034966288178789,0.00035627126354413196,-0.0025788992695168805,-0.00025663654038905525,0.0015407016859834773,-0.0004859880648035558,0.0004673178972519318,0.00026740606597348154,0.0005330965524390066,0.0015609776859609355,-0.002653680297013039,-0.00013534902845631984,-0.00043044558814042726,0.00024703956745581823,-0.0006202602483097469,0.002216365114301705,0.001527944808692686,0.0019341680871256324,0.0015111661878199575,-0.0009561340496848763,9.074529544943361e-05,0.0013419164752928848,-0.0011564982099252072,-3.417076708752763e-05,0.0005573239995563851,0.00048726587196677745,0.000968647403945908,0.002578453622596952,0.00046671246602875745,-0.0005539262102049365,-0.0015477193027800351,0.0021575498749571787,-0.0010661932925700797,8.763756997490147e-05,0.0002245033744037174,-0.0018426576146602968,0.00020284022933705285,-9.264683072137546e-05,-0.0001996639763057854,0.00025051918594067507,-0.0004075215909040287,-0.0007849490102676011,-1.3137434237345334e-05,-0.000548598524825342,-1.3125198483453425e-05,0.0004471725688579276,0.0,-0.0016283084820491577,-0.0005253430288670041,0.0010634956027734664,0.0002327213181782128,0.0007404790023621021,-0.002387588375702346,0.00022977253754693114,-8.29481275189046e-05,-0.0008020038390035742,-0.0025549543817952555,-0.0006438268794476378,0.004242539034778707,0.002297041470980424,-5.98901809824176e-05,0.0003265754496380482,0.0016599511064403132,-0.0013279602989029076,0.0017336905533848288,-0.0032321765994703946,4.497565057380118e-05,-0.0003253733404015458,-0.0004345396814271897,-0.0008319517935062726,-0.0015990202721491962,-0.0003388664048554039,-0.0018056919745192165,0.00020031275229452376,0.0005368273967048265,-0.0003837112144270781,-0.0016088685468057264,3.466614148767972e-05,-0.00015766695772056994,-0.001165961967574711,-0.0033010105712762737,-0.00013034121635494158,0.00016928942599329553,0.000488519421707804,0.0,0.0002523400990082251,0.0,0.0,0.0,0.0,-0.0001281336841277844,-1.8367371634454423e-06,0.0,0.0,0.0
2022-02-02,0.00019719131752776126,0.0009331709160267755,5.5714776425547176e-05,0.000806497881614385,0.0005363938653838414,-7.626737807004288e-05,0.00010208519297403563,3.2612924385300596e-05,0.0003106612547730533,0.0008786186308375494,-0.0013839977963988307,-0.00013053815114904177,-0.0021525617004409833,0.003681575461317532,0.0020660747439779385,0.0006242406180607504,-7.855671002144666e-05,-0.002219461545287021,-0.0005484059074369734,0.0032493488589713836,-0.0004446506863407631,0.0005126870050734577,0.000341111127650573,0.00031512696835215816,0.0005088705659542435,0.0002654439522928156,-0.00044151379648083917,-6.51477949351141e-05,0.00028093513513322086,0.0002934718698730452,0.003161092249164725,0.002327338552080586,0.0008514562414679781,0.00214817102601868,2.064086748108449e-05,-0.0004191656398105901,0.0018108591096160718,-0.0011644578070667193,6.464723110138969e-05,0.000619334116525485,0.0006178708703110483,0.0024765367113188017,0.001988079670926029,0.000494498811816114,-0.0002615866102709018,-0.0009434573655036731,0.0010771908435898672,0.005713760406850803,-0.0006106838133217181,2.7852585214276538e-05,0.0005168538240367267,-0.0007237385888488897,-0.00011531291020612134,0.003596116402766258,0.0004699153301720287,0.00023964694093822657,-0.0007849490102676011,0.00028992218811810613,-0.000559873734824909,2.9382476517755892e-05,0.0003411656179846597,0.0,-0.001072866045290256,0.00039063988596742955,-0.00129519338543297,0.00030346724260635826,-0.0003802664362551844,0.0005356347494939969,0.00021891238850250055,4.7289682330608695e-05,-0.0010317015888614695,-0.002196618204509302,2.5167761483975876e-06,-0.0007982894538925167,0.0013800717110405642,0.000606339564732035,-0.0011935736820877438,0.0015868252490827454,0.003392068153082744,0.0025945245081295796,-0.003819398672352299,-0.00018790586307859209,-7.5089213750880215e-06,-0.0002983610154543713,-0.0006336077230360888,-0.0005654701413665621,-2.5144031860921204e-05,-0.0016222996572827866,9.273515505187577e-05,0.0005368273967048265,-4.805582355278665e-05,0.0012296496315051693,4.645172830933292e-05,-4.398498788142429e-05,-0.001370277814185218,-0.0037980804904143564,-0.0015308854883813374,0.001683457746472198,7.71111812206971e-06,0.0,-0.0008090316757535535,0.0,0.0,0.0,0.0,-7.792796914233343e-06,-1.8367371634454423e-06,0.0,0.0,0.0
2022-02-09,0.00010040258460894797,-0.0013309013850902858,2.421272540326605e-05,0.0007444211872638667,0.00016644313131402314,0.001152447949888788,2.142361517826494e-05,4.5871187367190734e-05,0.00032238297261107194,0.0013218114681774983,-0.0017127504440973443,0.0003586536846892817,0.0010375620375659529,0.00023032172341147937,-0.0014896988484662476,-0.0009681877831391762,-0.0002795806562164604,-0.004659747579372592,-0.0009903031321894806,0.002814727371429978,-0.0009832760189276962,0.0008727787066042473,-0.0002792173940911226,0.0006769105484065864,0.0017587002884797795,0.001517849348963538,9.135678606182365e-05,-0.00023325352900726624,0.00039490028352264406,0.0009207114580648708,0.0013428851574808533,0.0027709593077758013,0.002119665008301224,0.0023589610155556337,0.00013674737553103107,-0.0004191656398105901,0.0016447759039131973,0.00010551169527690913,0.00020282995303954948,0.000516040635457983,0.00031328271198891695,0.00307156997459763,0.0020431200742324625,0.0003463752153300695,-0.00030853770403609375,-0.0010932204858585715,0.0010832698339087927,0.005791794302118012,-0.0007604081572041669,0.00010497831785894545,0.000865056205188971,-0.0003121658319053881,-0.00011531291020612134,0.002393773248180137,0.00020414853316833964,0.0003826179340876137,-0.001096937300239797,0.00023444677828474188,-0.0003433257671749758,6.791067874519284e-05,0.0003411656179846597,0.0,0.00018302330743126728,1.2269599073793703e-05,0.001461379995370645,-0.0002874066881329377,-0.00038281727450090435,-0.0018233741955245245,0.00021891238850250055,3.4739439422117624e-05,-0.0009050311578634796,-0.0009434432982014837,2.5167761483975876e-06,-0.0007310225583773895,0.001290750505714574,0.000606339564732035,-0.0010470434625912644,0.0004839576397413854,0.0007740376718606741,0.0019557704234758563,-0.002152670208303341,-0.00013602989631647205,-7.5089213750880215e-06,0.0009084147793669531,-0.0004964799823284557,-0.0011570335937627504,-0.0001507877882579542,-0.0015126118392150309,-6.893466619331068e-07,0.0005368273967048265,-0.00018596524447551797,0.001283653715353552,5.342339464861956e-05,-0.0006055903123012206,-0.00017799578266328538,-0.00346750274742842,-0.0008769565847906901,0.0020103464684686195,-9.682655351783236e-05,0.0,-0.0008090316757535535,0.0,0.0,0.0,0.0,-7.792796914233343e-06,3.749903545092564e-05,0.0,0.0,0.0
2022-02-16,-0.0007602686289927395,-0.005285427362534067,9.747004594265703e-07,-0.0003965861166745773,-0.001897155818363362,-3.863289863485291e-05,-0.00039354706450936227,-0.00015255587302967676,-6.687749449128934e-05,-0.0009914348821324199,-0.0009164247780129168,-0.0018145092714452879,-0.004277670712606379,-0.03699754975771289,-0.0012333443899851292,-0.003949185138357388,-0.00040383915680858995,-0.00607879035686728,-0.002468712152376272,-0.00990149727353822,-0.0014550693558348054,0.00037042724666550556,-0.0002455010483419872,0.00039449565703600007,0.0006856718559688777,-0.0014270404261459285,-0.0002325637420038088,0.0002207937077189603,0.0002946790005422711,0.0014041895691981015,0.0016146918717194888,0.0037448407806761103,0.0019219192564281175,0.0017308935957768294,-0.000944659997273914,-0.0004191656398105901,0.0010368801065931874,-0.0002320229308606225,-0.00016570747104757656,0.00028501037384392395,0.0006178708703110483,0.0024869198109739856,0.0014831573797188086,0.000514528787304634,-0.00045063424388303735,-0.0009529949666652111,-0.00047880707221903667,0.004060496066566546,-0.0004411709479386974,-0.001199986139046724,0.0010262437021965902,1.567258545858189e-05,-0.00011531291020612134,0.0030486044073324806,-9.550714338731551e-05,0.00035059065522802723,-0.0008417998484842415,0.00021998730455712983,0.0007335039120506253,6.791067874519284e-05,0.0007574724495894638,0.0,0.0016939652090188866,-0.0009116245529052286,-0.0005179374280453794,-0.0003449305181028424,0.00019823648761673466,0.0010028396545369122,-0.0005526460460615578,0.00011843688275658153,0.00015812838938648405,-0.00013010341996406055,1.5285791168515494e-07,-0.0005866043585553441,0.0012985228431348186,0.0006943592585276986,-0.0018325231466352382,-0.0001065621376373856,0.0013078709887637645,0.00074800459498187,-0.0008026817200753508,-0.00013602989631647205,-7.5089213750880215e-06,0.0010484608664586377,0.0021484657376731327,0.0008538748048547458,8.290393347794967e-05,-0.00010248683395398354,-0.00016042230726963762,0.00048329345961373285,0.0009845768610362029,0.0012531250711253353,7.403658681863681e-05,-0.00039404808414908324,0.0006438026826903546,-0.002135363243182512,-0.0004137073318760014,0.0011182829004343436,-9.682655351783236e-05,0.0,-0.0008090316757535535,0.0,0.0,0.0,0.0,-7.792796914233343e-06,-1.957857021126966e-05,0.0,0.0,0.0
2022-02-23,-0.0007602686289927395,-0.005572515513047675,-0.0005644258781146969,-0.0008655404134738603,9.970148556135393e-05,-0.0007653913080162085,6.47781550678926e-05,-0.0001090451235135394,0.0003083393738653746,-0.0011208904330062626,-5.7908562882066493e-05,-0.0013117430636662992,-0.0038321926025319123,-0.04733319666398447,-0.002315795413003802,-0.004412115882548754,-0.00036808481171727106,-0.006142252920074503,-0.0016713105511171307,-0.012194272726849746,-0.001548057444591592,0.00023629684214418286,-0.0002455010483419872,0.00021262219944841613,0.0006856718559688777,0.00017000129983657487,0.00026833822404087815,-0.0002994126341715438,0.00042651112331486675,0.00027938328348252106,0.0023057697473967973,0.004253819333003645,0.0009133718401381441,0.0023764947963750248,-0.001678843954677483,-0.0004191656398105901,0.0011188994510739267,0.00031350139101944305,4.505347036295245e-05,0.00028501037384392395,0.00010895850528227798,0.0035776427714490624,0.0006471341466439416,0.00048674244151727746,-0.0004123322150002351,-0.0011922561109906798,-0.0005078794249001846,0.004768686671131279,-0.000524429535805507,-0.0011150177901739868,-0.0008159865290669032,0.0002625778192464589,-0.00011531291020612134,0.0019900781325836456,-0.00012117063407201463,0.00035059065522802723,-0.0004652655846918181,0.00021998730455712983,0.0023867926803957298,6.791067874519284e-05,0.00023431094206474628,0.0,0.0018690961666413023,-0.0009116245529052286,-0.00021348258396734803,0.0008266310712587734,0.00048198347900174686,0.0010028396545369122,-2.3321843707462485e-05,-0.00020801934134482712,0.00015812838938648405,-0.0009561952231414306,1.5285791168515494e-07,-0.0007165976936299749,0.0017281092182177802,0.0006943592585276986,-0.0011326534149003298,0.001249332398258737,0.001048652349259369,0.0007226326158266626,-0.0027756265740871812,-0.00013602989631647205,-7.5089213750880215e-06,-0.0006542254547310943,0.004072894653465776,4.3310347339426234e-05,-1.679187141072504e-05,-0.00044663878869386815,-0.00019411712777824214,8.959231061987884e-05,0.0009845768610362029,0.0009834820687412106,7.403658681863681e-05,-0.000351376374794243,0.0006423511517316419,-0.002472873120721064,-0.0014225694882583372,0.0004363761191089055,-9.682655351783236e-05,0.0,-0.0008090316757535535,0.0,0.0,0.0,0.0,-2.0795370884479243e-05,-1.957857021126966e-05,0.0,0.0,0.0
2022-03-02,0.00010040258460894797,-0.005067970421490176,-0.0005644258781146969,-0.0009027282295735003,-0.0013244313126653646,-0.0003767564548400036,-0.0007547744739632916,-0.0002207388874207214,-0.0004809013872791077,-0.0014340327961093052,-0.00017886867221258068,-0.002557776111374093,0.0014343675025989054,-0.04439501128991951,-0.0013786729934690885,-0.004118875406435209,0.0002578038464520684,-0.006899415611700951,0.0011406991988110178,-0.011747918677402401,0.0007346128046909015,0.0008579777208815859,0.00010796986600027912,0.00028174249048161607,0.0016174796865745223,0.0005048194250405368,-0.0002386595191806282,0.0002503678779665974,-5.736074936201957e-05,0.00033568828208372503,0.0012118841426190692,0.00265772932743926,0.0006073959407789233,0.0031993166407850576,-0.0013784733838297812,1.7006478553846635e-05,0.0008044786144588605,-0.00014495324588809387,0.00031782129045285315,0.00034558666819280794,0.00015518001172897932,0.0023918274486975834,0.00028621754905600174,0.0004428237634597537,0.00035202758068033003,-0.0003602557569124694,-0.0001613857525044405,0.004172774747753121,-2.1548355379908814e-05,-0.0008518482674352466,0.0024934835197248997,-0.0005529341596110415,-0.00014436529792399535,0.001313470669387095,0.000800754714814277,-0.00041568531445865785,-0.0005880243273919332,0.00010013125270254898,0.0012285080129101678,-8.459781174130987e-05,0.0006817447621745075,0.0,0.0023486270742258046,-0.0006438018706451684,-0.001850331171427453,-0.0001348518507249671,-0.0003125463100601901,-0.0003728411044884506,-8.449085073036227e-05,-0.00019731423510872513,3.829078282955223e-05,0.0002349915980819591,-0.0007228084379351971,-9.189069456321845e-05,-0.000546214713404641,0.0006828577666509972,-0.0010639942123476175,-0.0008971196725509466,-9.615416437077186e-05,0.001699835432598876,3.960156284012992e-05,-0.0003455697642889945,-7.5089213750880215e-06,-0.0005839764894664502,0.005576980535951636,0.005415499792479954,0.0033208587911139724,0.00020937649374691368,-0.00019411712777824214,0.00015565236772025281,0.0009758246542751252,-8.776920344813233e-05,4.953266169982622e-05,-0.0005397100154129909,0.0006213488184444301,-0.0015434462895226953,-0.003092714419001997,-2.245203168802294e-05,-4.2842969632689374e-05,0.0,-1.6627945739019187e-05,0.0,0.0,0.0,0.0,-2.0795370884479243e-05,-3.750010465150854e-05,0.0,0.0,0.0
2022-03-09,0.00034724554427668393,0.004394060488143427,9.747004594265703e-07,-0.0008618710290312734,-0.001346019824610858,-8.789337553677486e-05,-5.300245466652504e-06,-0.00013058717958566723,-0.00032964448942432396,-0.0010861352965038,-0.0007023063076547698,-0.0001856096375866994,0.001675827337440617,-0.042257691623296935,0.0015158629322362786,-0.0034716571259546356,0.0007435334556424992,-0.006911876626456518,0.001319415501756927,-0.00943734788247043,0.0016349465401819259,0.0010885249706913925,0.0001115288984249533,0.00010851586691332472,0.0006747359138957772,0.00022016014932725808,-0.0002386595191806282,0.0002899686539227201,-5.736074936201957e-05,0.0004444754217822804,0.00266115416591231,0.0033869890659509977,0.0008180392434161266,0.003825881170188102,-0.0006260899443684347,0.0003737832079706708,0.001047671953399966,-0.00044733608808713535,0.00026931311949803693,0.00034558666819280794,0.00031328271198891695,0.0016558448504100107,0.0006579778090487235,0.0005492465900188922,0.00039073664741306774,-0.000680854955345738,-0.0010334477966770692,0.0033587697103874075,0.0008979541744998083,-0.002040723055495076,0.0030428210736955248,0.00018743467841438944,-0.00014436529792399535,0.002276523451452378,-1.5407285061851833e-05,-0.00041568531445865785,-0.001457513736478238,-0.0002898534428338908,0.001599566516268468,0.00010148888530824493,-0.00011849321215545166,0.0,0.0021727224833109795,-0.00043179533231752203,1.3709514594597098e-05,-7.834137908657447e-05,1.271696717578658e-05,-0.0009685727184589807,-6.942545812040898e-05,-0.0005682135921888051,-0.0008591156899793813,4.696475005619438e-05,-0.00019954974365574499,7.10481568744641e-05,-0.00042240158518756435,0.00042336083290117594,0.0003403351181935503,-0.0005316966925009528,0.00040338499180477764,-0.00021712366773685718,-0.00034170216242991694,1.3120558722134893e-07,-5.863129789765037e-05,-0.0007660341334691047,0.004101332759520315,0.0061997315360939696,0.0045488551517727524,0.0008321130981913848,-0.00016042230726963762,0.00030357037469473473,0.0007065043426550766,-0.0007007606572620659,4.661554444740161e-05,-0.0007624140153245156,0.0010344631282107363,-0.001994792931379357,-0.00023267610733105056,-0.000978966672481118,0.00022526565897112077,0.0,-8.041296427933501e-06,0.0,0.0,0.0,0.0,1.1153181975688705e-05,-3.750010465150854e-05,0.0,0.0,0.0
